Name,Author,Price,Category,Publisher,Isbn,Pages
the ambassadors: thinking about diplomacy from richelieu to modern times,robert cooper,£14.99,history,weidenfeld && nicolson uk,9.78178E+12,576
the amur river: between russia and china,colin thubron,£14.99,travel writings,chatto && windus uk,9.78178E+12,304
the art of more: how mathematics created civilisation,michael brooks,£18.99,science,scribe uk,9.78191E+12,336
the business survival kit: your no-bs guide to success,bianca miller-cole,£14.99,business,penguin business uk,9.78024E+12,256
the body,stephen king,£7.99,fiction,hodder && stoughton uk,9.78153E+12,208
the bolivian diary: penguin modern classics,ernesto che guevara,£9.99,BIOGRAPHY & AUTOBIOGRAPHY,penguin classics uk,9.78024E+12,272
"rationality: what it is, why it seems scarce, why it matters",steven pinker,£16.99,philosophy,allen lane uk,9.78024E+12,432
powers and thrones: a new history of the middle ages,dan jones,£25.00,history,apollo uk,9.78179E+12,720
"science fictions: exposing fraud, bias, negligence and hype in science",stuart ritchie,£9.99,science,vintage uk,9.78153E+12,368
rise of the arch-illager: minecraft dungeons,matt forbeck,£6.99,children,del rey uk,9.78153E+12,288
rise of the world eater: frostheart (book 3),jamie littler,£7.99,children,puffin uk,9.78024E+12,512
kay's anatomy: a complete and completely disgusting guide to the human body,adam kay,£8.99,children,puffin uk,9.78024E+12,416
kay's marvellous medicine: a gross and gruesome history of the human body,adam kay,£12.99,children,puffin uk,9.78024E+12,416
kingdom of the wicked,kerri maniscalco,£8.99,fiction,hodder && stoughton uk,9.78153E+12,400
liberty faber poetry diary 2022,various,£14.99,literature,faber and faber uk,9.78057E+12,128
i embrace you with all my revolutionary fervor: letters 1947-1967,ernesto che guevara,£12.99,BIOGRAPHY & AUTOBIOGRAPHY,penguin classics uk,9.78024E+12,384
once upon a broken heart,stephanie garber,£14.99,fiction,hodder && stoughton uk,9.78153E+12,416
munich: movie tie in edition,robert harris,£8.99,fiction,arrow uk,9.78179E+12,448
mental health at work: penguin business experts series,james routledge,£9.99,business,penguin business uk,9.78024E+12,160
machines like me: and people like you,ian mcewan,£8.99,literature,vintage uk,9.78153E+12,320
pony,r.j. palacio,£11.99,children,puffin uk,9.78024E+12,320
guerrilla warfare: penguin modern classics,ernesto che guevara,£9.99,history,penguin classics uk,9.78024E+12,144
the mist,stephen king,£7.99,fiction,hodder && stoughton uk,9.78153E+12,192
the very hungry caterpillar's halloween trick or treat,eric carle,£5.99,children,puffin uk,9.78024E+12,12
poems of the decade 2011-2020: an anthology of the forward books of poetry 2011-2020,various,£9.99,literature,faber and faber uk,9.78057E+12,176
a master of djinn,p. djeli clark,£8.99,fiction,orbit uk,9.78036E+12,416
adventure revolution: the life-changing power of choosing challenge,belinda kirk,£14.99,selfhelp,piatkus uk,9.78035E+12,256
1922,stephen king,£7.99,fiction,hodder && stoughton uk,9.78153E+12,176
ai 2041: ten visions for our future,kai-fu lee,£14.99,science,wh allen uk,9.78075E+12,480
apples never fall,liane moriarty,£14.99,fiction,michael joseph uk,9.78024E+12,496
apt pupil: different seasons,stephen king,£7.99,fiction,hodder && stoughton uk,9.78153E+12,256
dear evan hansen,val emmich,£7.99,CHILDREN,penguin uk,9.78024E+12,368
christmas at the cupcake cafe,jenny colgan,£8.99,fiction,sphere uk,9.78075E+12,400
bootstrap your life: how to turn £500 into £350 million,oliver cookson,£14.99,business,piatkus uk,9.78035E+12,304
certain dark things: a novel,silvia moreno-garcia,£14.99,fiction,jo fletcher books uk,9.78153E+12,320
glimpses of world history,jawaharlal nehru,Rs2195.00,history,kitab wadi,9.7897E+12,1155
forgotten in death: an eve dallas thriller (in death 53),j. d. robb,£12.99,fiction,piatkus uk,9.78035E+12,384
endgame: a noughts & crosses novel,malorie blackman,£7.99,,penguin uk,9.78024E+12,480
girl of steel: supergirl adventures (volume 7),various,$9.99 ,adult graphic novels,dc comics,9.78178E+12,144
gotham city monsters (volume 1),steve orlando,$17.99 ,adult graphic novels,dc comics,9.78178E+12,144
cat got your tongue?: batman adventures (volume 1),various,$9.99 ,adult graphic novels,dc comics,9.78178E+12,144
dc comics the new 52: 10th anniversary deluxe edition,geoff johns,$29.99 ,adult graphic novels,dc comics,9.78178E+12,400
"don't toy with me, miss nagatoro, (volume 8)",nanashi,$12.95 ,CHILDREN,vertical comics,9.78165E+12,160
"crime dot com: from viruses to vote rigging, how hacking went global",geoff white,£9.99,true crime,reaktion books,9.78179E+12,232
bakemonogatari (volume 10),nisioisin,$12.95 ,CHILDREN,vertical comics,9.78165E+12,192
"another season: john constantine, hellblazer (volume 25)",peter milligan,$34.99 ,adult graphic novels,dc comics,9.78178E+12,352
101 things i learned in fashion school,alfredo cabrera,$18.99 ,fashion,crown,9.78152E+12,216
marvel avengers the ultimate character guide (new edition),dk,£12.99,reference,dorling kindersley uk,9.78024E+12,208
new roots: swamp thing (volume 1),various,$16.99 ,adult graphic novels,dc comics,9.78178E+12,152
iqtedaar ki majbooriyan: general aslam beg ki sawaneh hayat (urdu),ashfaq hussain,Rs650.00,BIOGRAPHY & AUTOBIOGRAPHY,adbiyat,9.7897E+12,352
here we are: book of numbers,oliver jeffers,£6.99,children,harper uk,9.78001E+12,28
how to be a global citizen: be informed. get involved,dk,£14.99,sociology,dorling kindersley uk,9.78024E+12,160
just like fire: eternal flame (book 1),sanam asif,Rs1150.00,fiction,sanam asif,9.78969E+12,318
write this for inspiration: a guided journal for getting the most out of your life,ashly perez,$14.99 ,journals & diaries,clarkson potter,9.78059E+12,176
zero year: batman (volume 1),scott snyder,$29.99 ,adult graphic novels,dc comics,9.78178E+12,400
the greatest adventure: a history of human space exploration,colin burgess,£25.00,science,reaktion books,9.78179E+12,356
the return: sweet tooth (volume 1),jeff lemire,$17.99 ,,dc comics,9.78178E+12,152
the rise and fall of osama bin laden,peter l. bergen,$30.00 ,BIOGRAPHY & AUTOBIOGRAPHY,simon && schuster usa,9.78198E+12,416
the puppet carver: five nights at freddy's (book 9),scott cawthon,£7.99,CHILDREN,scholastic uk,9.78134E+12,224
the soul of an octopus: a surprising exploration into the wonder of consciousness,sy montgomery,£8.99,science,simon && schuster uk,9.78147E+12,272
the polymath: a cultural history from leonardo da vinci to susan sontag,peter burke,$18.00 ,BIOGRAPHY & AUTOBIOGRAPHY,yale university press,9.7803E+12,352
"the power of trust: how companies build it, lose it, regain it",sandra j. sucher,$30.00 ,business,public affairs usa,9.78154E+12,304
x-men by jonathan hickman (volume 3),benjamin percy,$15.99 ,adult graphic novels,marvel usa,9.7813E+12,160
yona of the dawn (volume 19),mizuho kusanagi,£9.99,CHILDREN,viz media,9.78142E+12,192
yona of the dawn (volume 20),mizuho kusanagi,£9.99,CHILDREN,viz media,9.78142E+12,192
yona of the dawn (volume 21),mizuho kusanagi,£6.99,CHILDREN,viz media,9.78142E+12,192
yona of the dawn (volume 22),mizuho kusanagi,£9.99,CHILDREN,viz media,9.78197E+12,192
yona of the dawn (volume 26),mizuho kusanagi,£9.99,CHILDREN,viz media,9.78197E+12,192
yona of the dawn (volume 27),mizuho kusanagi,£7.99,CHILDREN,viz media,9.78197E+12,192
youtubers: how youtube shook up tv and created a new generation of stars,chris stokel-walker,£9.99,sociology,canbury press uk,9.78191E+12,352
torn apart: the partition of india 1947,swapna haddow,£4.99,children,scholastic uk,9.7807E+12,128
king's ransom: amazing spider-man by nick spencer (volume 13),nick spencer,$17.99 ,adult graphic novels,marvel usa,9.7813E+12,144
livewired: the inside story of the ever-changing brain,david eagleman,£9.99,science,canongate uk,9.78184E+12,320
reign of x (volume 2),jonathan hickman,$17.99 ,adult graphic novels,marvel usa,9.7813E+12,160
that old country music,kevin barry,£8.99,literature,canongate uk,9.78179E+12,192
super extra deluxe essential handbook (pokã©mon): the need-to-know stats and facts on over 900 characters,scholastic,£10.99,children,scholastic uk,9.78134E+12,560
idi amin: the story of africa's icon of evil,mark leopold,$30.00 ,BIOGRAPHY & AUTOBIOGRAPHY,yale university press,9.7803E+12,368
the peculiar tale of the tentacle boy,richard pickard,£6.99,children,chicken house uk,9.78191E+12,304
girls rule,alesha dixon,£6.99,CHILDREN,scholastic uk,9.78141E+12,300
aloha!: big nate (volume 25),lincoln peirce,$11.99 ,children,andrews mcmeel publishing usa,9.78152E+12,176
charlie thorne and the last equation: charlie thorne (book 1),stuart gibbs,$8.99 ,children,simon && schuster usa,9.78153E+12,416
grime and punishment: dog man (book 9),dav pilkey,£8.99,children,scholastic uk,9.7807E+12,240
evie and the animals,matt haig,£6.99,children,canongate uk,9.78179E+12,256
city of illusions: a history of granada,helen rodgers,£18.99,history,hurst && company,9.78179E+12,312
take me with you when you go,david levithan,£7.99,,penguin uk,9.78024E+12,336
socialism ikeesveen sadi mein (urdu),tomi sheredon,Rs750.00,politics,jumhoori,9.7897E+12,248
piranesi: winner of the 2021 women's prize for fiction,susanna clarke,£8.99,literature,bloomsbury uk,9.78153E+12,272
homeland elegies: a novel,ayad akhtar,£8.99,literature,tinder press uk,9.78147E+12,368
minecraft: crack in the code! (stonesword saga #1),nick eliopulos,£6.99,children,farshore uk,9.78076E+12,144
love knot: is there an age to fall in love?,hina shamsi,Rs995.00,fiction,liberty publishing,9.7897E+12,222
complications: a novel,danielle steel,£14.99,fiction,macmillan uk,9.78153E+12,256
forgive me,susan lewis,£8.99,fiction,harper collins uk,9.78001E+12,432
fractured: why our societies are coming apart and how we put them back together again,jonathan yates,£20.00,sociology,harper north,9.78001E+12,352
an internet in your head: a new paradigm for how the brain works,daniel graham,$30.00 ,science,columbia university press,9.78023E+12,360
alice oseman four-book collection box set,alice oseman,£31.96,,harper uk,9.78001E+12,1664
a clock of stars: the shadow moth,francesca gibbons,£7.99,children,harper uk,9.78001E+12,496
barca: the inside story of the world's greatest football club,simon kuper,£14.99,sports,short books uk,9.78178E+12,384
fake law: the truth about justice in an age of lies,the secret barrister,£9.99,law,picador uk,9.78153E+12,416
thinking better: the art of the shortcut,marcus du sautoy,£14.99,business,fourth estate uk,9.78001E+12,354
waves across the south: a new history of revolution and empire,sujit sivasundaram,£10.99,history,william collins uk,9.78001E+12,496
the sound of the sea: seashells and the fate of the oceans,cynthia barnett,$27.95 ,history,w.w. norton,9.78039E+12,432
the song of achilles: special anniversary edition,madeline miller,£20.00,literature,bloomsbury uk,9.78153E+12,384
the king's peace: law and order in the british empire,lisa ford,$35.00 ,history,harvard university press usa,9.78067E+12,336
the khan,saima mir,£12.99,literature,point blank uk,9.78086E+12,336
the last kids on earth and the doomsday race: the last kids on earth (book 7),max brallier,£6.99,children,farshore uk,9.78001E+12,320
the fortune men: shortlisted for the booker prize 2021,nadifa mohamed,£14.99,literature,viking uk,9.78024E+12,384
the promise: shortlisted for the booker prize 2021,damon galgut,£13.99,literature,chatto && windus uk,9.78178E+12,304
theory and reality: an introduction to the philosophy of science (second edition),peter godfrey-smith,$30.00 ,science,chicago university press usa,9.78023E+12,368
toto the ninja cat and the incredible cheese heist (book 2),dermot o'leary,£6.99,children,hodder children uk,9.78144E+12,192
toto the ninja cat and the mystery jewel thief (book 4),dermot o'leary,£6.99,children,hodder children uk,9.78144E+12,256
toto the ninja cat and the superstar catastrophe (book 3),dermot o'leary,£6.99,children,hodder children uk,9.78144E+12,224
towers of midnight: wheel of time (book 13),robert jordan,£10.99,fiction,orbit uk,9.78036E+12,976
the family firm: a data-driven guide to better decision making in the early school years,emily oster,$18.00 ,,penguin random house,9.78059E+12,320
june's wild flight: the last kids on earth,max brallier,$13.99 ,children,viking books for young readers,9.78059E+12,272
active measures: the secret history of disinformation and political warfare,thomas rid,£10.99,history,profile uk,9.78179E+12,0
and still i rise,maya angelou,£8.99,literature,virago press uk,9.78086E+12,112
bewilderment: shortlisted for the booker prize 2021,richard powers,£13.99,literature,william heinemann uk,9.78179E+12,288
a town called solace: longlisted for the booker prize 2021,mary lawson,£14.99,literature,chatto && windus uk,9.78178E+12,304
great circle: shortlisted for the booker prize 2021,maggie shipstead,£13.99,literature,doubleday uk,9.78086E+12,608
"flourish: a new understanding of happiness and well-being, and how to achieve them",martin e.p. seligman,£16.99,selfhelp,nicholas brealey uk,9.78186E+12,368
dune: dune series (book 1) collector's edition,frank herbert,£25.00,fiction,orion uk,9.78147E+12,624
maria's island (signed editions),victoria hislop,£10.99,children,walker books uk,9.78141E+12,128
metamodernism: the future of theory,jason ananda josephson storm,$30.00 ,philosophy,chicago university press usa,9.78023E+12,328
how to build a human: what science knows about childhood,emma byrne,£14.99,psychology,profile uk,9.78179E+12,304
light perpetual: longlisted for the booker prize 2021,francis spufford,£16.99,literature,faber and faber uk,9.78057E+12,336
"launch: how to sell almost anything online, build a business you love, and live the life of your dreams (revised & updated edition)",jeff walker,£22.99,business,hay house uk,9.7814E+12,320
through you,hafsa binte haroon,Rs350.00,literature,ferozsons,9.78969E+12,86
our kind of traitor,john le carre,£14.99,fiction,penguin classics uk,9.78024E+12,400
rhythm of war part one: the stormlight archive (book 4),brandon sanderson,£9.99,fiction,gollancz uk,9.78058E+12,672
rhythm of war part two: the stormlight archive (book 4),brandon sanderson,£9.99,fiction,gollancz uk,9.78058E+12,752
sailor moon: naoko takeuchi collection (volume 1),naoko takeuchi,$12.99 ,CHILDREN,kodansha comics,9.78165E+12,304
i'm standing on a million lives (volume 11),naoki yamakawa,$10.99 ,CHILDREN,kodansha comics,9.78165E+12,192
deserter: junji ito story collection,junji ito,£18.99,CHILDREN,viz media,9.78197E+12,392
conversion to islam in the premodern age: a source book,nimrod hurvitz,$39.95 ,religion,university of california press,9.78052E+12,382
suppose a kid from the last dungeon boonies moved to a starter town (volume 5),toshio satou,$10.99 ,CHILDREN,square enix manga,9.78165E+12,192
hidden caliphate: sufi saints beyond the oxus and indus,waleed ziad,$45.00 ,religion,harvard university press usa,9.78067E+12,368
school briefs: my hero academia (volume 5),kohei horikoshi,£7.99,CHILDREN,viz media,9.78197E+12,288
spy x family (volume 6),tatsuya endo,£7.99,CHILDREN,viz media,9.78197E+12,200
jujutsu kaisen (volume 12),gege akutami,£7.99,CHILDREN,viz media,9.78197E+12,192
"the creative gene: how books, movies, and music inspired the creator of death stranding and metal gear solid",hideo kojima,£18.99,BIOGRAPHY & AUTOBIOGRAPHY,viz media,9.78197E+12,256
flower crowns and fearsome things,amanda lovelace,$14.99 ,literature,andrews mcmeel publishing usa,9.78152E+12,176
